"movie_title","color","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","actor_1_name","num_voted_users","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","movie_imdb_link","num_user_for_reviews","language","country","content_rating","budget","title_year","actor_2_facebook_likes","aspect_ratio","movie_facebook_likes","imdb_score"
"Mr. Nice Guy ","Color","Sammo Kam-Bo Hung","63","86","472","64","Richard Norton","472","12674183","Sammo Kam-Bo Hung","19774","773","Rachel Blakely","1","http://www.imdb.com/title/tt0117786/?ref_=fn_tt_tt_1","70","English","Hong Kong","PG-13",,"1997","155","2.35","355","6.2"
"Soul Kitchen ","Color","Fatih Akin","115","99","766","269","Moritz Bleibtreu","595","274385","Udo Kier","29203","1519","Birol Ünel","3","http://www.imdb.com/title/tt1244668/?ref_=fn_tt_tt_1","26","German","Germany",,"4000000","2009","486","1.85","0","7.3"
"Rize ","Color","David LaChapelle","49","86","30","14","Christopher Toler","262","3278611","Kevin Scott Richardson","2877","321","Tommy the Clown","0","http://www.imdb.com/title/tt0436724/?ref_=fn_tt_tt_1","46","English","USA","PG-13",,"2005","23","1.33","903","7.1"
"Only the Strong ","Color","Sheldon Lettich","17","99","23","82","Ryan Bollman","97","3273588","Antoni Corone","4195","382","Todd Susman","1","http://www.imdb.com/title/tt0107750/?ref_=fn_tt_tt_1","50","English","USA","PG-13","6000000","1993","91","1.85","0","6.7"
"Bridge of Spies ","Color","Steven Spielberg","459","142","14000","423","Mark Rylance","15000","72306065","Tom Hanks","178118","16944","Amy Ryan","0","http://www.imdb.com/title/tt3682448/?ref_=fn_tt_tt_1","355","English","USA","PG-13","40000000","2015","535","2.35","55000","7.6"
"Food, Inc. ","Color","Robert Kenner","120","94","11","2","Eric Schlosser","37","4417124","Michael Pollan","42389","42","Barbara Kowalcyk","0","http://www.imdb.com/title/tt1286537/?ref_=fn_tt_tt_1","183","English","USA","PG",,"2008","3","1.78","37000","7.9"
"Triangle ","Color","Christopher Smith","156","99","76","42","Michael Dorman","181",,"Rachael Carpani","64423","433","Emma Lung","1","http://www.imdb.com/title/tt1187064/?ref_=fn_tt_tt_1","293","English","UK","R","12000000","2009","168","2.35","13000","6.9"
"Pink Flamingos ","Color","John Waters","73","108","0","105","Mink Stole","462","180483","Divine","16792","760","Edith Massey","2","http://www.imdb.com/title/tt0069089/?ref_=fn_tt_tt_1","183","English","USA","NC-17","10000","1972","143","1.37","0","6.1"
"Scott Pilgrim vs. the World ","Color","Edgar Wright","393","112","1000","719","Kieran Culkin","10000","31494270","Anna Kendrick","273921","12687","Ellen Wong","0","http://www.imdb.com/title/tt0446029/?ref_=fn_tt_tt_1","522","English","USA","PG-13","60000000","2010","1000","1.85","36000","7.5"
"Do the Right Thing ","Color","Spike Lee","103","120","0","388","John Savage","782","27545445","Ruby Dee","59524","2892","Danny Aiello","2","http://www.imdb.com/title/tt0097216/?ref_=fn_tt_tt_1","418","English","USA","R","6500000","1989","652","1.85","0","7.9"
"Krush Groove ","Color","Michael Schultz","7","97","78","77","LisaGay Hamilton","685",,"Blair Underwood","1361","1163","Bobby Brown","0","http://www.imdb.com/title/tt0089444/?ref_=fn_tt_tt_1","16","English","USA","R","3000000","1985","178",,"889","6.6"
"Wuthering Heights             ","Color",,"9","142",,"427","Jack O'Connell","27000",,"Tom Hardy","6053","29196","Kevin McNally","2","http://www.imdb.com/title/tt1238834/?ref_=fn_tt_tt_1","33","English","UK",,,,"698",,"0","7.7"
"Good Bye Lenin! "," Black and White","Wolfgang Becker","153","121","31","43","Chulpan Khamatova","65","4063859","Florian Lukas","114407","200","Burghart Klaußner","2","http://www.imdb.com/title/tt0301357/?ref_=fn_tt_tt_1","225","German","Germany","R","4800000","2003","51","1.85","11000","7.7"
"Killers ","Color","Robert Luketic","140","100","126","925","Lisa Ann Walter","19000","47000485","Tom Selleck","72867","25206","Catherine O'Hara","2","http://www.imdb.com/title/tt1103153/?ref_=fn_tt_tt_1","120","English","USA","PG-13","75000000","2010","1000","2.35","0","5.4"
"Bill & Ted's Excellent Adventure ","Color","Stephen Herek","81","90","65","730","George Carlin","18000","40485039","Keanu Reeves","85362","20795","Al Leong","6","http://www.imdb.com/title/tt0096928/?ref_=fn_tt_tt_1","181","English","USA","PG","10000000","1989","769","2.35","0","6.9"
"Blazing Saddles ","Color","Mel Brooks","121","93","0","628","David Huddleston","1000","119500000","Madeline Kahn","95294","4701","Harvey Korman","0","http://www.imdb.com/title/tt0071230/?ref_=fn_tt_tt_1","363","English","USA","R","2600000","1974","1000","2.35","12000","7.8"
"Gladiator ","Color","Ridley Scott","265","171","0","695","Connie Nielsen","3000","187670866","Djimon Hounsou","982637","6521","Oliver Reed","0","http://www.imdb.com/title/tt0172495/?ref_=fn_tt_tt_1","2368","English","USA","R","103000000","2000","933","2.35","21000","8.5"
"Frat Party ","Color","Robert Bennett","6","90","15","106","Lauren C. Mayhew","984",,"Randy Wayne","1612","1752","Alicia Ziegler","4","http://www.imdb.com/title/tt1414361/?ref_=fn_tt_tt_1","28","English","USA","R","1000000","2009","157","16","297","2.8"
"Species ","Color","Roger Donaldson","97","108","79","25","Marg Helgenberger","900","60054449","Natasha Henstridge","61018","1715","Jordan Lund","0","http://www.imdb.com/title/tt0114508/?ref_=fn_tt_tt_1","140","English","USA","R","35000000","1995","759","2.35","0","5.8"
"Wordplay ","Color","Patrick Creadon","88","94","3","2","Bill Clinton","196","3117666","Ken Burns","3394","382","Bob Dole","0","http://www.imdb.com/title/tt0492506/?ref_=fn_tt_tt_1","43","English","USA","PG",,"2006","184","1.66","694","7.4"
"The Dirties ","Color","Matt Johnson","73","83","8","8","Shailene Garnett","111",,"Paul Daniel Ayotte","3885","147","Matt Johnson","0","http://www.imdb.com/title/tt2334896/?ref_=fn_tt_tt_1","40","English","Canada","Not Rated",,"2013","19",,"1000","6.7"
"Bowfinger ","Color","Frank Oz","140","85","0","490","Adam Alexi-Malle","21000","66365290","Robert Downey Jr.","56874","22458","Jamie Kennedy","2","http://www.imdb.com/title/tt0131325/?ref_=fn_tt_tt_1","358","English","USA","PG-13","55000000","1999","860","1.37","0","6.4"
"Sunshine Cleaning ","Color","Christine Jeffs","195","91","19","260","Mary Lynn Rajskub","968","12055108","Clifton Collins Jr.","61151","2528","Paul Dooley","0","http://www.imdb.com/title/tt0862846/?ref_=fn_tt_tt_1","134","English","USA","R","8000000","2008","934","2.35","0","6.9"
"The Martian ","Color","Ridley Scott","568","151","0","372","Donald Glover","13000","228430993","Matt Damon","472488","14831","Benedict Wong","1","http://www.imdb.com/title/tt3659388/?ref_=fn_tt_tt_1","1023","English","USA","PG-13","108000000","2015","801","2.35","153000","8.1"
"Harper ","Color","Jack Smight","22","121","22","367","Robert Wagner","606",,"Janet Leigh","5941","2402","Shelley Winters","1","http://www.imdb.com/title/tt0060490/?ref_=fn_tt_tt_1","74","English","USA","Not Rated","3500000","1966","481","2.35","470","7"
"Chain of Command ","Color","Kevin Carraway","11","88","2","6","Max Ryan","2000",,"Michael Jai White","801","2886","Jon Osbeck","3","http://www.imdb.com/title/tt4340720/?ref_=fn_tt_tt_1","14","English","USA","R","5000000","2015","872","1.33","358","3.5"
"Valley of the Heart's Delight ","Color","Tim Boxell","3","100","10","107","Diana Scarwid","655","118666","Bruce McGill","91","1064","Tom Bower","7","http://www.imdb.com/title/tt0472200/?ref_=fn_tt_tt_1","3","English","USA",,"2500000","2006","157","1.85","144","6.6"
"A Simple Plan ","Color","Sam Raimi","125","121","0","244","Bridget Fonda","989","16311763","Gary Cole","50656","2365","Chelcie Ross","1","http://www.imdb.com/title/tt0120324/?ref_=fn_tt_tt_1","416","English","UK","R","17000000","1998","888","1.85","0","7.5"
"Wish I Was Here ","Color","Zach Braff","149","106","0","379","Josh Gad","17000","3588432","Jim Parsons","29341","18947","Michael Weston","4","http://www.imdb.com/title/tt2870708/?ref_=fn_tt_tt_1","93","English","USA","R","6000000","2014","1000","2.35","0","6.7"
"The Remains of the Day ","Color","James Ivory","58","134","133","258","Peter Vaughan","12000","22954968","Anthony Hopkins","45703","12749","Ben Chaplin","1","http://www.imdb.com/title/tt0107943/?ref_=fn_tt_tt_1","156","English","UK","PG","11500000","1993","310","2.35","0","7.9"
"102 Dalmatians ","Color","Kevin Lima","84","100","36","439","Eric Idle","2000","66941559","Ioan Gruffudd","26413","4182","Jim Carter","1","http://www.imdb.com/title/tt0211181/?ref_=fn_tt_tt_1","77","English","USA","G","85000000","2000","795","1.85","372","4.8"
"The Horse Boy ","Color","Michel Orion Scott","29","93","0","2","Rowan Isaacson","58","155984","Temple Grandin","586","62","Simon Baron-Cohen","0","http://www.imdb.com/title/tt1333668/?ref_=fn_tt_tt_1","9","English","USA","Unrated","160000","2009","2","1.85","0","7.4"
"The Adventures of Tintin ","Color","Steven Spielberg","440","107","14000","845","Mackenzie Crook","2000","77564037","Toby Jones","177383","4631","Tony Curran","1","http://www.imdb.com/title/tt0983193/?ref_=fn_tt_tt_1","447","English","USA","PG","135000000","2011","871","2.35","44000","7.4"
"Niagara ","Color","Henry Hathaway","74","92","83","48","Jean Peters","469",,"Joseph Cotten","11047","683","Will Wright","0","http://www.imdb.com/title/tt0046126/?ref_=fn_tt_tt_1","116","English","USA","Approved","1250000","1953","79","1.37","1000","7.1"
"The Purge: Anarchy ","Color","James DeMonaco","285","103","65","908","Zach Gilford","2000","71519230","Noel Gugliemi","92364","6807","Roberta Valderrama","0","http://www.imdb.com/title/tt2975578/?ref_=fn_tt_tt_1","244","English","USA","R","9000000","2014","971","2.35","15000","6.5"
"Source Code ","Color","Duncan Jones","522","93","0","355","Cas Anvar","15000","54696902","Jake Gyllenhaal","379462","16034","Russell Peters","3","http://www.imdb.com/title/tt0945513/?ref_=fn_tt_tt_1","571","English","USA","PG-13","32000000","2011","491","1.85","56000","7.5"
"Son of the Mask ","Color","Lawrence Guterman","78","94","6","227","Traylor Howard","490","17010646","Jamie Kennedy","40751","1195","Ben Stein","0","http://www.imdb.com/title/tt0362165/?ref_=fn_tt_tt_1","239","English","USA","PG","84000000","2005","294","1.85","881","2.2"
"The Vatican Exorcisms ","Color","Joe Marino","9","76","0","0","Anella Vastola","12",,"Piero Maggiò","332","12","Joe Marino","0","http://www.imdb.com/title/tt3043194/?ref_=fn_tt_tt_1","10","English","Italy","R","1100000","2013","0","2.35","200","2.6"
"Bad Lieutenant: Port of Call New Orleans ","Color","Werner Herzog","280","122","0","407","Shea Whigham","12000","1697956","Nicolas Cage","64944","13809","Shawn Hatosy","2","http://www.imdb.com/title/tt1095217/?ref_=fn_tt_tt_1","212","English","USA","R","20000000","2009","463","1.85","6000","6.7"
"Tomcats ","Color","Gregory Poirier","75","95","5","443","Jake Busey","1000","13558739","Shannon Elizabeth","15427","2729","David Ogden Stiers","0","http://www.imdb.com/title/tt0246989/?ref_=fn_tt_tt_1","121","English","USA","R","11000000","2001","660","1.85","449","5.3"
"Eden Lake ","Color","James Watkins","161","91","43","418","Jack O'Connell","13000","5824","Michael Fassbender","57811","14561","Lorraine Stanley","1","http://www.imdb.com/title/tt1020530/?ref_=fn_tt_tt_1","357","English","UK","R",,"2008","698","2.35","0","6.8"
"Law Abiding Citizen ","Color","F. Gary Gray","216","118","473","963","Leslie Bibb","18000","73343413","Gerard Butler","217480","22517","Michael Kelly","0","http://www.imdb.com/title/tt1197624/?ref_=fn_tt_tt_1","429","English","USA","R","50000000","2009","1000","2.35","21000","7.4"
"Winter's Bone ","Color","Debra Granik","365","100","81","179","Shelley Waggener","34000","6531491","Jennifer Lawrence","111658","34446","Lauren Sweetser","2","http://www.imdb.com/title/tt1399683/?ref_=fn_tt_tt_1","297","English","USA","R","2000000","2010","248","1.85","20000","7.2"
"Hoodwinked Too! Hood vs. Evil ","Color","Mike Disa","77","86","6","843","Phil LaMarr","1000","10134754","Amy Poehler","9682","5393","Cheech Marin","0","http://www.imdb.com/title/tt0844993/?ref_=fn_tt_tt_1","38","English","USA","PG","30000000","2011","857","1.85","0","4.8"
"Braveheart ","Color","Mel Gibson","132","178","0","403","Patrick McGoohan","906","75600000","Mhairi Calvey","736638","1976","James Robinson","1","http://www.imdb.com/title/tt0112573/?ref_=fn_tt_tt_1","1065","English","USA","R","72000000","1995","466","2.35","17000","8.4"
"Abduction ","Color","John Singleton","180","106","309","63","Benjamin J. Cain Jr.","327","28064226","Ken Arnold","65044","561","Richard Cetrone","1","http://www.imdb.com/title/tt1600195/?ref_=fn_tt_tt_1","173","English","USA","PG-13","35000000","2011","73","2.35","13000","5"
"Project X ","Color","Nima Nourizadeh","229","93","166","281","Kirby Bliss Blanton","971","54724272","Dax Flame","157051","2043","Oliver Cooper","0","http://www.imdb.com/title/tt1636826/?ref_=fn_tt_tt_1","261","English","USA","R","12000000","2012","329","1.85","29000","6.7"
"The Extra Man ","Color","Shari Springer Berman","104","108","30","281","Marian Seldes","474","453079","Lynn Cohen","4124","2029","Dan Hedaya","4","http://www.imdb.com/title/tt1361313/?ref_=fn_tt_tt_1","29","English","USA","R","7000000","2010","403","2.35","916","5.9"
"The Warrior's Way ","Color","Sngmoo Lee","95","100","19","433","Dong-gun Jang","624","5664251","Tony Cox","22309","2056","Jed Brophy","1","http://www.imdb.com/title/tt1032751/?ref_=fn_tt_tt_1","102","English","New Zealand","R","45000000","2010","489","2.35","0","6.3"
"Promised Land ","Color","Gus Van Sant","242","106","835","363","Hal Holbrook","13000","7556708","Matt Damon","30284","14544","Terry Kinney","1","http://www.imdb.com/title/tt2091473/?ref_=fn_tt_tt_1","102","English","USA","R","15000000","2012","826","1.85","10000","6.6"
"It Follows ","Color","David Robert Mitchell","533","100","421","159","Ruby Harris","314","14673301","Maika Monroe","112899","1062","Jake Weary","0","http://www.imdb.com/title/tt3235888/?ref_=fn_tt_tt_1","631","English","USA","R","2000000","2014","189","2.35","45000","6.9"
"Pride & Prejudice ","Color","Joe Wright","177","135","456","241","Brenda Blethyn","422","38372662","Talulah Riley","193455","1083","Simon Woods","2","http://www.imdb.com/title/tt0414387/?ref_=fn_tt_tt_1","1058","English","France","PG","28000000","2005","286","2.35","17000","7.8"
"One True Thing ","Color","Carl Franklin","64","127","73","433","William Hurt","11000","23209440","Meryl Streep","9283","12785","Tom Everett Scott","3","http://www.imdb.com/title/tt0120776/?ref_=fn_tt_tt_1","112","English","USA","R","30000000","1998","882","1.85","592","7"
"Lawrence of Arabia ","Color","David Lean","181","227","767","87","José Ferrer","607","6000000","Claude Rains","192775","1076","Jack Hawkins","8","http://www.imdb.com/title/tt0056172/?ref_=fn_tt_tt_1","559","English","UK","PG","15000000","1962","202","2.2","11000","8.4"
"We're No Angels ","Color","Neil Jordan","20","106","277","383","Demi Moore","22000","10555348","Robert De Niro","17349","24887","James Russo","0","http://www.imdb.com/title/tt0098625/?ref_=fn_tt_tt_1","42","English","USA","PG-13","20000000","1989","2000","2.35","855","6"
"The Gambler ","Color","Rupert Wyatt","175","111","81","81","Cjon Saulsberry","3000","33631221","George Kennedy","48562","3784","Griffin Cleveland","1","http://www.imdb.com/title/tt2039393/?ref_=fn_tt_tt_1","145","English","USA","R","25000000","2014","571","2.35","0","6"
"Escape from L.A. ","Color","John Carpenter","104","101","0","764","Valeria Golino","12000","25407250","Steve Buscemi","54021","15935","Michelle Forbes","0","http://www.imdb.com/title/tt0116225/?ref_=fn_tt_tt_1","227","English","USA","R","50000000","1996","898","2.35","0","5.7"
"The Texas Chain Saw Massacre ","Color","Tobe Hooper","277","88","365","177","Edwin Neal","383","30859000","Gunnar Hansen","96410","1094","Marilyn Burns","0","http://www.imdb.com/title/tt0072271/?ref_=fn_tt_tt_1","826","English","USA","R","83532","1974","371","1.85","0","7.5"
"Atonement ","Color","Joe Wright","316","123","456","286","Alfie Allen","19000","50921738","Benedict Cumberbatch","192930","20499","Brenda Blethyn","1","http://www.imdb.com/title/tt0783233/?ref_=fn_tt_tt_1","581","English","UK","R","30000000","2007","1000","1.85","12000","7.8"
"Meet the Deedles ","Color","Steve Boyum","18","93","9","254","M.C. Gainey","23000","4308981","Paul Walker","2265","24436","A.J. Langer","2","http://www.imdb.com/title/tt0120645/?ref_=fn_tt_tt_1","37","English","USA","PG","24000000","1998","284",,"839","3.9"
"The Mechanic ","Color","Simon West","252","93","165","350","Tony Goldwyn","26000","29113588","Jason Statham","117999","27834","Mini Anden","0","http://www.imdb.com/title/tt0472399/?ref_=fn_tt_tt_1","181","English","USA","R","40000000","2011","956","2.35","16000","6.6"
"Loving Annabelle ","Color","Katherine Brooks","14","76","57","228","Kevin McCarthy","442",,"Ilene Graff","9190","1635","Laura Breckenridge","0","http://www.imdb.com/title/tt0323120/?ref_=fn_tt_tt_1","75","English","USA","Not Rated","1000000","2006","403","1.85","501","6.7"
"Cars 2 ","Color","John Lasseter","304","106","487","776","Thomas Kretschmann","1000","191450875","Joe Mantegna","101178","4482","Eddie Izzard","0","http://www.imdb.com/title/tt1216475/?ref_=fn_tt_tt_1","283","English","USA","G","200000000","2011","919","2.35","10000","6.3"
"Breakdown ","Color","Jonathan Mostow","72","93","84","263","M.C. Gainey","551","50129186","Kathleen Quinlan","38399","1874","J.T. Walsh","0","http://www.imdb.com/title/tt0118771/?ref_=fn_tt_tt_1","218","English","USA","R","36000000","1997","284","2.35","0","6.9"
