movie_title,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes,imdb_score
Pirates of the Caribbean: At World's End ,Color,Gore Verbinski,302.0,169.0,563.0,1000.0,Orlando Bloom,40000.0,309404152.0,Action|Adventure|Fantasy,Johnny Depp,471220,48350,Jack Davenport,0.0,goddess|marriage ceremony|marriage proposal|pirate|singapore,http://www.imdb.com/title/tt0449088/?ref_=fn_tt_tt_1,1238.0,English,USA,PG-13,300000000.0,2007.0,5000.0,2.35,0,7.1
Big Daddy ,Color,Dennis Dugan,112.0,93.0,221.0,781.0,Adam Sandler,12000.0,163479795.0,Comedy|Drama,Steve Buscemi,161858,26760,Joey Lauren Adams,0.0,homosexual|law|law school|responsibility|vomiting,http://www.imdb.com/title/tt0142342/?ref_=fn_tt_tt_1,289.0,English,USA,PG-13,34200000.0,1999.0,11000.0,1.85,0,6.4
The Big Wedding ,Color,Justin Zackham,133.0,89.0,16.0,2000.0,Robert De Niro,49000.0,21784432.0,Comedy,Robin Williams,37493,74181,Topher Grace,8.0,adoption|divorce|family relationships|farce|wedding,http://www.imdb.com/title/tt1931435/?ref_=fn_tt_tt_1,108.0,English,USA,R,35000000.0,2013.0,22000.0,2.35,0,5.6
Flatliners ,Color,Joel Schumacher,49.0,115.0,541.0,442.0,Oliver Platt,8000.0,61490000.0,Drama|Horror|Sci-Fi|Thriller,Julia Roberts,62037,10493,Hope Davis,5.0,childhood trauma|death|medical student|memory|near death experience,http://www.imdb.com/title/tt0099582/?ref_=fn_tt_tt_1,148.0,English,USA,R,26000000.0,1990.0,1000.0,2.35,0,6.6
The Border             ,Color,,1.0,41.0,,2.0,Marian Dziedziel,70.0,,Action|Crime|Drama|Thriller,Jacek Koman,271,74,Jaroslaw Boberek,4.0,,http://www.imdb.com/title/tt4048942/?ref_=fn_tt_tt_1,2.0,Polish,Poland,,,,2.0,,64,7.4
Pandora's Box , Black and White,Georg Wilhelm Pabst,71.0,110.0,21.0,3.0,Francis Lederer,426.0,9950.0,Crime|Drama|Romance,Louise Brooks,7431,455,Fritz Kortner,1.0,escape|femme fatale|german expressionism|lust|violence,http://www.imdb.com/title/tt0018737/?ref_=fn_tt_tt_1,84.0,German,Germany,Not Rated,,1929.0,20.0,1.33,926,8.0
The Love Letter ,Color,Dan Curtis,,99.0,45.0,224.0,Campbell Scott,1000.0,,Fantasy|Romance,Jennifer Jason Leigh,1465,2166,Estelle Parsons,1.0,antique|desk|letter|love|time travel,http://www.imdb.com/title/tt0140340/?ref_=fn_tt_tt_1,56.0,English,USA,Unrated,,1998.0,393.0,1.33,515,7.4
The Big Swap ,Color,Niall Johnson,4.0,114.0,7.0,2.0,Mark Caven,19.0,,Drama,Kevin Howarth,270,37,Thierry Harcourt,0.0,breasts|female frontal nudity|jealousy|male full frontal nudity|male nudity,http://www.imdb.com/title/tt0118717/?ref_=fn_tt_tt_1,7.0,English,UK,,,1998.0,16.0,1.33,29,5.6
Doctor Zhivago ,Color,David Lean,89.0,200.0,767.0,382.0,Klaus Kinski,597.0,111722000.0,Drama|Romance|War,Julie Christie,55816,1966,Geraldine Chaplin,2.0,bolshevik|poet|poetry|russia|russian revolution,http://www.imdb.com/title/tt0059113/?ref_=fn_tt_tt_1,255.0,English,USA,PG-13,11000000.0,1965.0,396.0,2.35,7000,8.0
Can't Stop the Music ,Color,Nancy Walker,26.0,124.0,42.0,161.0,Randy Jones,801.0,2000000.0,Biography|Comedy|Musical,Steve Guttenberg,2998,1462,Caitlyn Jenner,0.0,male frontal nudity|male full frontal nudity|male nudity|male rear nudity|new york city,http://www.imdb.com/title/tt0080492/?ref_=fn_tt_tt_1,74.0,English,USA,PG,20000000.0,1980.0,174.0,2.35,1000,4.5
The Messengers             ,Color,,3.0,60.0,,762.0,Jessika Van,1000.0,,Drama|Fantasy|Mystery|Thriller,Joel Courtney,7210,4561,Riley Smith,0.0,,http://www.imdb.com/title/tt3513704/?ref_=fn_tt_tt_1,57.0,English,USA,,,,921.0,16.0,0,6.6
Drinking Buddies ,Color,Joe Swanberg,155.0,90.0,217.0,243.0,Anna Kendrick,10000.0,342936.0,Comedy|Drama|Romance,Olivia Wilde,45928,20480,Ti West,5.0,brewery|co worker|male female friendship|u haul truck|woman wearing a string bikini,http://www.imdb.com/title/tt2265398/?ref_=fn_tt_tt_1,106.0,English,USA,R,,2013.0,10000.0,2.35,0,6.1
The Mortal Instruments: City of Bones ,Color,Harald Zwart,212.0,130.0,91.0,1000.0,Kevin Zegers,5000.0,31165421.0,Fantasy|Horror|Mystery|Romance,Aidan Turner,107028,10247,CCH Pounder,3.0,battle|demon|magic|secret|warrior,http://www.imdb.com/title/tt1538403/?ref_=fn_tt_tt_1,457.0,English,USA,PG-13,60000000.0,2013.0,2000.0,2.35,44000,6.0
2 Fast 2 Furious ,Color,John Singleton,150.0,107.0,309.0,771.0,Cole Hauser,23000.0,127083765.0,Action|Crime|Thriller,Paul Walker,191912,25296,Mo Gallini,5.0,bust|racing|shotgun|street racing|undercover agent,http://www.imdb.com/title/tt0322259/?ref_=fn_tt_tt_1,370.0,English,USA,PG-13,76000000.0,2003.0,787.0,2.35,0,5.9
The Beach ,Color,Danny Boyle,118.0,119.0,0.0,39.0,Virginie Ledoyen,29000.0,39778599.0,Adventure|Drama|Thriller,Leonardo DiCaprio,176169,29461,Peter Youngblood Hills,0.0,love|map|paradise|thailand|travel,http://www.imdb.com/title/tt0163978/?ref_=fn_tt_tt_1,548.0,English,USA,R,50000000.0,2000.0,414.0,2.35,0,6.6
Derailed ,Color,Mikael Håfström,116.0,112.0,101.0,218.0,RZA,896.0,36020063.0,Drama|Thriller,Denis O'Hare,62584,2019,Xzibit,2.0,drink|hotel|police|staged rape|thief,http://www.imdb.com/title/tt0398017/?ref_=fn_tt_tt_1,375.0,English,USA,R,22000000.0,2005.0,561.0,2.35,0,6.6
Savage Grace ,Color,Tom Kalin,121.0,97.0,4.0,577.0,Elena Anaya,13000.0,434417.0,Drama,Eddie Redmayne,8867,15093,Stephen Dillane,1.0,incest|male nudity|older man younger woman relationship|orgasm|son murders mother,http://www.imdb.com/title/tt0379976/?ref_=fn_tt_tt_1,65.0,English,Spain,Not Rated,4600000.0,2007.0,1000.0,1.85,0,5.9
True Grit ,Color,Ethan Coen,493.0,110.0,1000.0,538.0,Jeff Bridges,13000.0,171031347.0,Adventure|Drama|Western,Matt Damon,240962,25964,Bruce Green,0.0,arkansas|murder|sheriff|texas ranger|u.s. marshal,http://www.imdb.com/title/tt1403865/?ref_=fn_tt_tt_1,724.0,English,USA,PG-13,38000000.0,2010.0,12000.0,2.35,36000,7.7
To Rome with Love ,Color,Woody Allen,275.0,112.0,11000.0,159.0,Judy Davis,385.0,16684352.0,Comedy|Romance,Ornella Muti,67893,1205,Alessandra Mastronardi,0.0,architect|celebrity|prostitute|shower|tourist,http://www.imdb.com/title/tt1859650/?ref_=fn_tt_tt_1,163.0,English,USA,R,17000000.0,2012.0,223.0,1.85,18000,6.3
Barnyard ,Color,Steve Oedekerk,98.0,90.0,176.0,523.0,Wanda Sykes,677.0,72601713.0,Animation|Comedy|Family,Rob Paulsen,21396,2055,Maurice LaMarche,1.0,cow|farmer|howl|howling at the moon|vegetarian,http://www.imdb.com/title/tt0414853/?ref_=fn_tt_tt_1,155.0,English,Germany,PG,51000000.0,2006.0,560.0,1.85,605,5.6
Zathura: A Space Adventure ,Color,Jon Favreau,136.0,101.0,4000.0,539.0,Josh Hutcherson,17000.0,28045540.0,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Kristen Stewart,67707,32232,Jonah Bobo,0.0,2000s|coke|meeting future self|reference to spongebob squarepants|sony,http://www.imdb.com/title/tt0406375/?ref_=fn_tt_tt_1,202.0,English,USA,PG,65000000.0,2005.0,14000.0,1.85,0,6.1
Bait ,Color,Kimble Rendall,145.0,93.0,0.0,174.0,Cariba Heine,465.0,,Action|Horror|Sci-Fi,Alex Russell,11482,1361,Richard Brancatisano,1.0,great white shark|shark|supermarket|swimming|tsunami,http://www.imdb.com/title/tt1438173/?ref_=fn_tt_tt_1,82.0,English,Australia,R,30000000.0,2012.0,351.0,1.85,0,5.2
The Beastmaster ,Color,Don Coscarelli,44.0,90.0,152.0,826.0,John Amos,21000.0,,Action|Adventure|Fantasy,Vanna Bonta,15345,23714,Rip Torn,0.0,breasts|critically acclaimed|female frontal nudity|psychotronic film|sword and sorcery,http://www.imdb.com/title/tt0083630/?ref_=fn_tt_tt_1,87.0,English,USA,PG,8000000.0,1982.0,982.0,1.85,0,6.2
The Last of the Mohicans ,Color,Michael Mann,89.0,117.0,0.0,322.0,Terry Kinney,855.0,72455275.0,Action|Adventure|Drama|Romance|War,Wes Studi,113068,2144,Eric Schweig,1.0,18th century|based on novel|colonel|french and indian war|revenge,http://www.imdb.com/title/tt0104691/?ref_=fn_tt_tt_1,382.0,English,USA,R,40000000.0,1992.0,363.0,2.35,0,7.8
Whatever It Takes ,Color,David Raynr,50.0,94.0,9.0,612.0,Jodi Lyn O'Keefe,11000.0,8735529.0,Comedy|Drama|Romance,James Franco,8055,13524,Marla Sokoloff,4.0,male objectification|manipulative behavior|modern day adaptation|narcissistic woman|promiscuous woman,http://www.imdb.com/title/tt0202402/?ref_=fn_tt_tt_1,89.0,English,USA,PG-13,15000000.0,2000.0,897.0,1.85,816,5.5
The Iceman ,Color,Ariel Vromen,221.0,106.0,34.0,683.0,James Franco,11000.0,1939441.0,Biography|Crime|Drama,Chris Evans,55567,23187,Robert Davi,1.0,based on true story|contract killer|crime family|murder of a girl|serial murderer,http://www.imdb.com/title/tt1491044/?ref_=fn_tt_tt_1,144.0,English,USA,R,10000000.0,2012.0,11000.0,1.85,20000,6.9
Finishing the Game: The Search for a New Bruce Lee ,Color,Justin Lin,35.0,84.0,681.0,143.0,Jake Sandvig,239.0,52850.0,Comedy,Monique Gabriela Curnen,1656,734,Joe McQueen,0.0,bruce lee|jeet kune do|karate|satire|spoof,http://www.imdb.com/title/tt0843850/?ref_=fn_tt_tt_1,12.0,English,USA,Not Rated,500000.0,2007.0,172.0,1.85,155,6.2
The Collection ,Color,Marcus Dunstan,147.0,82.0,87.0,444.0,Johanna Braddy,1000.0,6842058.0,Action|Horror|Thriller,Daniel Sharman,36029,3818,Lee Tergesen,0.0,booby trap|brainwashing|mercenary|serial killer|trap,http://www.imdb.com/title/tt1748227/?ref_=fn_tt_tt_1,99.0,English,USA,R,10000000.0,2012.0,581.0,2.35,14000,6.1
Dekalog             ,Color,,53.0,55.0,,2.0,Olaf Lubaszenko,20.0,447093.0,Drama,Krystyna Janda,12591,25,Olgierd Lukaszewicz,0.0,meaning of life|moral challenge|morality|search for meaning|ten commandments,http://www.imdb.com/title/tt0092337/?ref_=fn_tt_tt_1,37.0,Polish,Poland,TV-MA,,,3.0,1.33,0,9.1
Beverly Hills Chihuahua ,Color,Raja Gosnell,100.0,91.0,67.0,597.0,Nick Zano,2000.0,94497271.0,Adventure|Comedy|Drama|Family|Romance,Jamie Lee Curtis,17829,4729,Ali Hillis,1.0,chihuahua|german shepherd|mexico|potted plant|tijuana mexico,http://www.imdb.com/title/tt1014775/?ref_=fn_tt_tt_1,99.0,English,USA,PG,20000000.0,2008.0,641.0,2.35,0,3.7
The Black Stallion ,Color,Carroll Ballard,33.0,118.0,19.0,48.0,Kelly Reno,481.0,,Adventure|Family|Sport,Teri Garr,8856,681,Hoyt Axton,0.0,black horse|boy horse relationship|horse|rescued by a horse|training,http://www.imdb.com/title/tt0078872/?ref_=fn_tt_tt_1,90.0,English,USA,G,2700000.0,1979.0,81.0,1.85,0,7.4
An Alan Smithee Film: Burn Hollywood Burn ,Color,Arthur Hiller,29.0,86.0,71.0,385.0,Harvey Weinstein,795.0,15447.0,Comedy,Eric Idle,2971,2655,Ryan O'Neal,0.0,box office flop|critically bashed|director|hollywood|mockumentary,http://www.imdb.com/title/tt0118577/?ref_=fn_tt_tt_1,85.0,English,USA,R,10000000.0,1997.0,474.0,1.85,89,3.5
The Blind Side ,Color,John Lee Hancock,261.0,129.0,102.0,624.0,Quinton Aaron,768.0,255950375.0,Biography|Drama|Sport,Catherine Dyer,223127,3389,Kim Dickens,0.0,american football|based on true story|football star|high school football|left tackle,http://www.imdb.com/title/tt0878804/?ref_=fn_tt_tt_1,420.0,English,USA,PG-13,29000000.0,2009.0,734.0,1.85,38000,7.7
Sparkle ,Color,Salim Akil,82.0,116.0,70.0,706.0,Curtis Armstrong,1000.0,24397469.0,Drama|Music,Omari Hardwick,5161,5804,Mike Epps,7.0,1960s|death|girl group|nightclub|sister,http://www.imdb.com/title/tt1876451/?ref_=fn_tt_tt_1,48.0,English,USA,PG-13,17000000.0,2012.0,876.0,2.35,0,5.7
Despicable Me ,Color,Pierre Coffin,304.0,87.0,275.0,975.0,Miranda Cosgrove,7000.0,251501645.0,Animation|Comedy|Family,Steve Carell,385943,11608,Jack McBrayer,0.0,girl|minion|moon|pyramid|white picket fence,http://www.imdb.com/title/tt1323594/?ref_=fn_tt_tt_1,296.0,English,USA,PG,69000000.0,2010.0,2000.0,1.85,31000,7.7
The Astronaut Farmer ,Color,Michael Polish,113.0,104.0,35.0,844.0,Virginia Madsen,24000.0,10996440.0,Adventure|Drama|Sci-Fi,J.K. Simmons,19707,27806,Bruce Dern,0.0,bank|fbi|fuel|rocket|space travel,http://www.imdb.com/title/tt0469263/?ref_=fn_tt_tt_1,128.0,English,USA,PG,13000000.0,2006.0,912.0,2.35,862,6.3
Guiana 1838 ,Color,Rohit Jagessar,,120.0,0.0,0.0,Rufus Graham,12.0,227241.0,Drama,Kumar Gaurav,56,15,Aasheekaa Bathija,0.0,bare chested male|discipline|imperialism|whipping|white slavery,http://www.imdb.com/title/tt0428609/?ref_=fn_tt_tt_1,2.0,English,USA,Unrated,,2004.0,3.0,,32,7.4
Proof of Life ,Color,Taylor Hackford,134.0,135.0,138.0,184.0,Alun Armstrong,324.0,32598931.0,Action|Drama|Thriller,Pamela Reed,49300,1013,Michael Kitchen,1.0,jungle|pipeline|prisoner|ransom|south america,http://www.imdb.com/title/tt0228750/?ref_=fn_tt_tt_1,265.0,English,USA,R,65000000.0,2000.0,192.0,2.35,892,6.2
The Boxtrolls ,Color,Graham Annable,219.0,96.0,7.0,642.0,Dee Bradley Baker,874.0,50807639.0,Adventure|Animation|Comedy|Family|Fantasy,Isaac Hempstead Wright,40883,3151,Tracy Morgan,3.0,chase|puppet animation|red hat|stop motion animation|troll,http://www.imdb.com/title/tt0787474/?ref_=fn_tt_tt_1,122.0,English,USA,PG,60000000.0,2014.0,668.0,1.85,11000,6.8
Snake Eyes ,Color,Brian De Palma,117.0,98.0,0.0,697.0,Mike Starr,12000.0,55585389.0,Crime|Mystery|Thriller,Nicolas Cage,64121,15269,John Heard,1.0,assassination|boxing|casino|conspiracy|long take,http://www.imdb.com/title/tt0120832/?ref_=fn_tt_tt_1,241.0,English,USA,R,69000000.0,1998.0,854.0,2.35,880,5.9
Jack Brooks: Monster Slayer ,Color,Jon Knautz,95.0,90.0,10.0,42.0,Daniel Kash,371.0,,Action|Comedy|Horror,Rachel Skarsten,5187,558,Stefanie Drummond,2.0,cult film|demon|monster slayer|uncle|vomiting,http://www.imdb.com/title/tt0816539/?ref_=fn_tt_tt_1,46.0,English,Canada,R,2500000.0,2007.0,52.0,1.85,870,6.0
Next Stop Wonderland ,Color,Brad Anderson,38.0,104.0,122.0,458.0,Callie Thorne,22000.0,3386698.0,Comedy|Drama|Romance,Philip Seymour Hoffman,4195,23461,Holland Taylor,1.0,love|marine biologist|nurse|personal ad|plumber,http://www.imdb.com/title/tt0119778/?ref_=fn_tt_tt_1,86.0,English,USA,R,1000000.0,1998.0,472.0,1.85,392,6.7
Mr. Peabody & Sherman ,Color,Rob Minkoff,196.0,92.0,50.0,517.0,Zach Callison,3000.0,111505642.0,Adventure|Animation|Comedy|Family|Sci-Fi,Ty Burrell,47900,5810,Karan Brar,2.0,dog|father son relationship|inventor|talking dog|time travel,http://www.imdb.com/title/tt0864835/?ref_=fn_tt_tt_1,130.0,English,USA,PG,145000000.0,2014.0,1000.0,1.85,11000,6.9
Jack Reacher ,Color,Christopher McQuarrie,387.0,130.0,188.0,1000.0,Robert Duvall,10000.0,80033643.0,Action|Crime|Mystery|Thriller,Tom Cruise,226570,16385,David Oyelowo,2.0,coma|mysterious villain|police chase|shooting range|sniper,http://www.imdb.com/title/tt0790724/?ref_=fn_tt_tt_1,448.0,English,USA,PG-13,60000000.0,2012.0,3000.0,2.35,38000,7.0
The Mirror Has Two Faces ,Color,Barbra Streisand,27.0,122.0,0.0,292.0,Austin Pendleton,12000.0,41252428.0,Comedy|Drama|Romance,Jeff Bridges,11453,13716,Mimi Rogers,0.0,columbia university|lecture|marriage|professor|sex,http://www.imdb.com/title/tt0117057/?ref_=fn_tt_tt_1,71.0,English,USA,PG-13,42000000.0,1996.0,592.0,1.85,0,6.5
School for Scoundrels ,Color,Todd Phillips,110.0,108.0,480.0,579.0,Sarah Silverman,970.0,17803796.0,Comedy,Jon Heder,26100,4374,Jacinda Barrett,1.0,paintball|paintball gun|pepper spray|tennis|what happened to epilogue,http://www.imdb.com/title/tt0462519/?ref_=fn_tt_tt_1,97.0,English,USA,PG-13,20000000.0,2006.0,931.0,2.35,484,5.9
Highlander ,Color,Russell Mulcahy,112.0,110.0,85.0,186.0,Jon Polito,1000.0,5900000.0,Action|Adventure|Fantasy,Christopher Lambert,98629,1852,Celia Imrie,1.0,combat|head cut off|immortal|scotland|swordsman,http://www.imdb.com/title/tt0091203/?ref_=fn_tt_tt_1,316.0,English,UK,R,16000000.0,1986.0,309.0,1.85,0,7.2
Lilo & Stitch ,Color,Dean DeBlois,180.0,85.0,255.0,443.0,Jason Scott Lee,1000.0,145771527.0,Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi,Tia Carrere,117212,3112,David Ogden Stiers,0.0,alien|escape|fugitive|hawaii|social worker,http://www.imdb.com/title/tt0275847/?ref_=fn_tt_tt_1,367.0,English,USA,PG,80000000.0,2002.0,533.0,1.66,0,7.2
Kevin Hart: Laugh at My Pain ,Color,Leslie Small,5.0,89.0,15.0,95.0,Larry King,312.0,7705974.0,Comedy|Documentary,Isaac C. Singleton Jr.,3543,548,Jeanette Branch,1.0,stand up comedy,http://www.imdb.com/title/tt1999192/?ref_=fn_tt_tt_1,8.0,English,USA,R,,2011.0,135.0,1.85,614,7.5
The Aviator , Black and White,Martin Scorsese,267.0,170.0,17000.0,827.0,Adam Scott,29000.0,102608827.0,Biography|Drama,Leonardo DiCaprio,264318,34582,Frances Conroy,0.0,1920s|aviation|fight|spruce goose|test flight,http://www.imdb.com/title/tt0338751/?ref_=fn_tt_tt_1,799.0,English,USA,PG-13,110000000.0,2004.0,3000.0,2.35,0,7.5
My Big Fat Independent Movie ,Color,Philip Zlotorynski,14.0,80.0,0.0,19.0,Darren Keefe Reiher,231.0,,Comedy,Neil Hopkins,1257,313,David Douglas,1.0,independent film|spoof,http://www.imdb.com/title/tt0385890/?ref_=fn_tt_tt_1,24.0,English,USA,R,3000000.0,2005.0,27.0,1.78,48,3.3
Charlie and the Chocolate Factory ,Color,Tim Burton,276.0,115.0,13000.0,588.0,Christopher Lee,40000.0,206456431.0,Adventure|Comedy|Family|Fantasy,Johnny Depp,320284,57844,David Kelly,3.0,chocolate|diminution|miniaturization|physical flexability|ticket,http://www.imdb.com/title/tt0367594/?ref_=fn_tt_tt_1,1361.0,English,USA,PG,150000000.0,2005.0,16000.0,1.85,0,6.7
The Curious Case of Benjamin Button ,Color,David Fincher,362.0,166.0,21000.0,919.0,Jason Flemyng,11000.0,127490802.0,Drama|Fantasy|Romance,Brad Pitt,459346,13333,Julia Ormond,2.0,deformed baby|diary|lingerie slip|older man younger woman relationship|premature aging,http://www.imdb.com/title/tt0421715/?ref_=fn_tt_tt_1,822.0,English,USA,PG-13,150000000.0,2008.0,1000.0,2.35,23000,7.8
Star Wars: Episode VI - Return of the Jedi ,Color,Richard Marquand,197.0,134.0,37.0,504.0,Ian McDiarmid,11000.0,309125409.0,Action|Adventure|Fantasy|Sci-Fi,Harrison Ford,681857,13649,Kenny Baker,0.0,death star|emperor|empire|princess|rebel,http://www.imdb.com/title/tt0086190/?ref_=fn_tt_tt_1,647.0,English,USA,PG,32500000.0,1983.0,1000.0,2.35,14000,8.4
Happy Feet ,Color,George Miller,206.0,108.0,750.0,971.0,Hugh Jackman,49000.0,197992827.0,Animation|Comedy|Family|Music|Romance,Robin Williams,132501,70996,Elizabeth Daily,0.0,dance|emperor penguin|friend|penguin|song,http://www.imdb.com/title/tt0366548/?ref_=fn_tt_tt_1,548.0,English,USA,PG,100000000.0,2006.0,20000.0,2.35,0,6.5
The Adventures of Huck Finn ,Color,Stephen Sommers,14.0,108.0,208.0,689.0,Frances Conroy,876.0,24103594.0,Adventure|Comedy|Drama|Family,Curtis Armstrong,6384,4840,Anne Heche,0.0,boy|lesson|mississippi river|river|slave,http://www.imdb.com/title/tt0106223/?ref_=fn_tt_tt_1,54.0,English,USA,PG,6500000.0,1993.0,827.0,1.85,391,6.2
The Haunting of Molly Hartley ,Color,Mickey Liddell,74.0,82.0,7.0,664.0,Randy Wayne,1000.0,13350177.0,Drama|Horror|Thriller,Jessica Lowndes,7904,4856,Haley Bennett,5.0,18th birthday|birthday|community center|resurrection|teenager,http://www.imdb.com/title/tt1045655/?ref_=fn_tt_tt_1,113.0,English,USA,PG-13,5000000.0,2008.0,984.0,1.85,562,3.8
Fever Pitch ,Color,Bobby Farrelly,124.0,104.0,101.0,223.0,KaDee Strickland,787.0,42071069.0,Comedy|Drama|Romance|Sport,Jimmy Fallon,36223,1827,Ione Skye,1.0,baltimore orioles|boston red sox|promotion|ups|world series,http://www.imdb.com/title/tt0332047/?ref_=fn_tt_tt_1,208.0,English,USA,PG-13,30000000.0,2005.0,299.0,2.35,0,6.2
Lake Placid ,Color,Steve Miner,152.0,82.0,49.0,429.0,Bridget Fonda,1000.0,31768374.0,Action|Comedy|Horror,Oliver Platt,42761,3313,Ty Olsson,0.0,crocodile|eaten alive|lake|maine|sheriff,http://www.imdb.com/title/tt0139414/?ref_=fn_tt_tt_1,366.0,English,USA,R,27000000.0,1999.0,888.0,2.35,2000,5.6
Love Ranch ,Color,Taylor Hackford,49.0,117.0,138.0,416.0,Bai Ling,908.0,134904.0,Comedy|Drama|Romance|Sport,Scout Taylor-Compton,2395,3204,Gil Birmingham,9.0,argentine|brothel|cancer|female full frontal nudity|fight,http://www.imdb.com/title/tt1125929/?ref_=fn_tt_tt_1,17.0,English,USA,R,25000000.0,2010.0,581.0,1.78,636,5.7
Impact Point ,Color,Hayley Cloake,11.0,90.0,0.0,306.0,Kayla Ewell,676.0,,Thriller,Brian Austin Green,1118,1651,Linden Ashby,2.0,championship|hit and run|police|police investigation|volleyball,http://www.imdb.com/title/tt1086841/?ref_=fn_tt_tt_1,9.0,English,USA,R,2200000.0,2008.0,399.0,,77,4.3
A View to a Kill ,Color,John Glen,108.0,131.0,46.0,433.0,Alison Doody,1000.0,50300000.0,Action|Adventure|Thriller,Patrick Macnee,68565,2943,Tanya Roberts,2.0,computer|earthquake|microchip|official james bond series|silicon valley,http://www.imdb.com/title/tt0090264/?ref_=fn_tt_tt_1,300.0,English,UK,PG,30000000.0,1985.0,439.0,2.35,0,6.3
The Last Time I Committed Suicide ,Color,Stephen Kay,12.0,92.0,19.0,599.0,Marg Helgenberger,18000.0,12836.0,Biography|Drama,Keanu Reeves,1686,20135,Gretchen Mol,1.0,1940s|female bare foot|picket fence|tire|vomiting,http://www.imdb.com/title/tt0119502/?ref_=fn_tt_tt_1,28.0,English,USA,R,4000000.0,1997.0,759.0,1.85,161,5.8
Get Smart ,Color,Peter Segal,265.0,110.0,88.0,11000.0,Dwayne Johnson,13000.0,130313314.0,Action|Adventure|Comedy,Bill Murray,168172,44798,Anne Hathaway,1.0,airplane|misunderstanding|obese woman|overweight woman|spy,http://www.imdb.com/title/tt0425061/?ref_=fn_tt_tt_1,380.0,English,USA,PG-13,80000000.0,2008.0,12000.0,1.85,0,6.5
Cypher ,Color,Vincenzo Natali,82.0,95.0,165.0,280.0,Jeremy Northam,686.0,,Mystery|Romance|Sci-Fi|Thriller,David Hewlett,27052,1501,Kari Matchett,2.0,brainwashing|corporate espionage|spy|suburb|surprise ending,http://www.imdb.com/title/tt0284978/?ref_=fn_tt_tt_1,124.0,English,USA,R,7500000.0,2002.0,327.0,1.85,0,6.8
Chasing Amy ,Color,Kevin Smith,147.0,113.0,0.0,781.0,Ethan Suplee,13000.0,12006514.0,Comedy|Drama|Romance,Matt Damon,114070,15765,Joey Lauren Adams,5.0,comic book|friendship|gay|lesbian|secret,http://www.imdb.com/title/tt0118842/?ref_=fn_tt_tt_1,500.0,English,USA,R,250000.0,1997.0,1000.0,1.85,0,7.3
Network ,Color,Sidney Lumet,161.0,121.0,0.0,682.0,Faye Dunaway,3000.0,,Drama|Romance,Robert Duvall,103493,5987,William Holden,0.0,media|monologue|television|television network|television news,http://www.imdb.com/title/tt0074958/?ref_=fn_tt_tt_1,317.0,English,USA,R,3800000.0,1976.0,977.0,1.85,17000,8.1
Simon Birch ,Color,Mark Steven Johnson,60.0,114.0,160.0,271.0,Jan Hooks,1000.0,18252684.0,Comedy|Drama|Family,Oliver Platt,18366,1816,Dana Ivey,2.0,boy|christmas|christmas pageant|friendship|illegitimate son,http://www.imdb.com/title/tt0124879/?ref_=fn_tt_tt_1,219.0,English,USA,PG,30000000.0,1998.0,367.0,1.85,0,6.9
